"","id","ts.endDateTime.w1","ts.exclusion.age.w1","outgoing1","findfault1","thorough1","nervous1","imagination1","reserved1","trusting1","lazy1","relaxed1","unartistic1","talkative1","original1","quarrels1","tense1","ingenious1","depressed1","enthusiasm1","forgiving1","assertive1","disorganized1","emotionallystable1","inventive1","cold1","perseveres1","moody1","artistic1","shy1","efficient1","calm1","routine1","plans1","reflect1","cooperate1","distracted1","sophisticated1","reliable1","worries1","quiet1","rude1","careless1","helpful1","considerate1","energy1","curious1","talkative2","findfault2","thorough2","depressed2","original2","reserved2","careless2","energy2","quarrels2","tense2","ingenious2","enthusiasm2","forgiving2","disorganized2","trusting2","emotionallystable2","inventive2","assertive2","cold2","perseveres2","connected2","moody2","artistic2","shy2","efficient2","calm2","routine2","plans2","nervous2","reflect2","unartistic2","cooperate2","distracted2","sophisticated2","helpful2","likesothers2","imagination2","outgoing2","lazy2","relaxed2","reliable2","worries2","quiet2","rude2","considerate2","curious2","talkative3","findfault3","thorough3","depressed3","original3","reserved3","careless3","energy3","quarrels3","tense3","ingenious3","enthusiasm3","forgiving3","disorganized3","trusting3","emotionallystable3","inventive3","assertive3","cold3","perseveres3","moody3","artistic3","shy3","efficient3","calm3","routine3","plans3","nervous3","reflect3","unartistic3","cooperate3","distracted3","sophisticated3","helpful3","relaxed3","reliable3","curious3","worries3","imagination3","quiet3","lazy3","considerate3","outgoing3","rude3","talkative_a","findfault_a","thorough_a","depressed_a","original_a","reserved_a","helpful_a","careless_a","relaxed_a","curious_a","energy_a","quarrels_a","reliable_a","tense_a","ingenious_a","enthusiasm_a","forgiving_a","disorganized_a","worries_a","imagination_a","quiet_a","trusting_a","lazy_a","emotionallystable_a","inventive_a","assertive_a","cold_a","perseveres_a","moody_a","artistic_a","shy_a","considerate_a","efficient_a","calm_a","routine_a","outgoing_a","rude_a","plans_a","nervous_a","reflect_a","unartistic_a","cooperate_a","distracted_a","sophisticated_a","talkative_b","findfault_b","thorough_b","depressed_b","original_b","reserved_b","helpful_b","careless_b","relaxed_b","curious_b","energy_b","quarrels_b","reliable_b","tense_b","ingenious_b","enthusiasm_b","forgiving_b","disorganized_b","worries_b","imagination_b","quiet_b","trusting_b","lazy_b","emotionallystable_b","inventive_b","assertive_b","cold_b","perseveres_b","moody_b","artistic_b","shy_b","considerate_b","efficient_b","calm_b","routine_b","outgoing_b","rude_b","plans_b","nervous_b","reflect_b","unartistic_b","cooperate_b","distracted_b","sophisticated_b","talkative_c","findfault_c","thorough_c","depressed_c","original_c","reserved_c","helpful_c","careless_c","relaxed_c","curious_c","energy_c","quarrels_c","reliable_c","tense_c","ingenious_c","enthusiasm_c","forgiving_c","disorganized_c","worries_c","imagination_c","quiet_c","trusting_c","lazy_c","emotionallystable_c","inventive_c","assertive_c","cold_c","perseveres_c","moody_c","artistic_c","shy_c","considerate_c","efficient_c","calm_c","routine_c","outgoing_c","rude_c","plans_c","nervous_c","reflect_c","unartistic_c","cooperate_c","distracted_c","sophisticated_c","talkative_d","findfault_d","thorough_d","depressed_d","original_d","reserved_d","helpful_d","careless_d","relaxed_d","curious_d","energy_d","quarrels_d","reliable_d","tense_d","ingenious_d","enthusiasm_d","forgiving_d","disorganized_d","worries_d","imagination_d","quiet_d","trusting_d","lazy_d","emotionallystable_d","inventive_d","assertive_d","cold_d","perseveres_d","moody_d","artistic_d","shy_d","considerate_d","efficient_d","calm_d","routine_d","outgoing_d","rude_d","plans_d","nervous_d","reflect_d","unartistic_d","cooperate_d","distracted_d","sophisticated_d"
"93",64875,"2/23/13 13:32","2/23/13 15:08",11,14,15,6,6,3,13,10,12,9,12,11,4,4,8,2,13,6,14,1,12,10,5,5,10,5,5,15,11,14,14,8,11,11,5,13,8,3,12,1,12,10,15,5,10,15,15,3,10,7,1,14,3,4,3,13,5,1,13,13,10,14,6,8,6,3,3,5,15,14,15,15,6,4,13,13,12,4,7,9,5,10,9,13,15,15,7,9,7,10,12,13,14,4,8,8,3,11,4,8,6,11,12,1,13,5,6,10,5,9,10,8,7,12,9,15,15,10,7,11,13,11,4,12,9,14,10,15,9,5,8,11,12,9,11,14,15,2,8,4,11,3,11,10,13,5,14,5,3,13,10,1,11,8,5,12,7,12,5,11,6,11,5,10,6,10,13,13,15,12,10,13,7,4,11,12,12,5,11,15,14,2,7,4,9,2,12,11,14,3,14,6,6,13,9,1,9,7,4,12,5,14,7,13,4,9,4,4,4,9,14,11,15,12,11,15,4,7,9,12,9,6,11,13,15,5,7,6,9,2,10,10,13,4,14,9,6,12,10,1,12,7,6,10,8,10,6,13,9,10,7,7,6,9,13,12,14,12,9,14,7,6,11,14,10,6,12,14,14,4,7,5,10,2,11,9,13,3,14,7,7,13,11,1,6,6,6,11,9,9,6,13,6,8,5,6,6,9,14,12,14,12,12,14,5,5,12,12,13,3
"94",10623,"2/15/13 11:29","2/15/13 13:28",6,13,9,13,6,12,14,6,9,4,6,9,2,14,6,2,5,12,3,5,14,11,10,11,4,13,13,13,14,11,10,10,6,9,11,11,9,11,4,10,12,13,4,13,6,13,12,4,12,13,10,5,2,13,9,5,13,7,12,14,10,4,11,11,6,3,14,12,12,13,9,7,11,12,3,13,9,12,11,7,12,6,10,14,11,9,12,11,12,13,10,13,7,9,9,11,10,6,1,14,10,5,10,6,12,15,11,4,10,6,6,15,12,13,13,12,9,12,12,3,13,11,13,9,12,10,13,13,12,12,6,13,10,12,5,13,9,3,10,13,11,6,11,13,4,1,14,12,9,6,10,5,13,12,13,14,10,14,12,3,13,11,3,13,12,11,13,12,9,5,10,11,12,11,6,11,6,11,4,13,10,6,11,14,10,9,12,12,7,2,10,14,11,4,12,7,9,11,12,13,7,14,11,5,13,14,3,14,13,13,13,13,12,5,10,10,13,12,4,10,5,12,4,12,9,3,10,13,9,10,11,11,6,2,11,13,10,5,9,4,12,11,12,11,7,13,10,4,12,10,5,13,13,10,13,13,12,5,11,10,12,13,4,10,6,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",58717,"2/26/13 14:30","2/26/13 16:05",10,11,9,12,11,9,13,6,12,12,7,9,3,9,5,4,9,9,4,5,13,11,7,10,9,6,11,10,10,13,12,13,12,7,3,14,4,13,6,7,12,11,9,8,10,9,10,10,8,11,8,8,4,11,8,7,7,8,8,9,9,7,10,10,9,10,9,7,9,9,11,7,10,9,6,8,9,7,7,8,13,12,10,11,12,9,13,11,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,9,10,7,7,10,10,8,10,10,8,6,10,7,7,8,10,7,7,10,11,11,9,11,9,7,9,9,9,6,10,11,10,10,10,9,10,9,11,11,11,11,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",99346,"2/16/13 11:07","2/16/13 13:11",14,10,14,5,13,3,11,2,13,8,15,9,4,5,13,1,14,10,13,9,12,11,2,12,4,8,5,13,13,8,10,11,9,6,9,14,5,1,3,9,13,9,14,13,14,7,13,1,4,11,NA,14,6,5,12,13,9,8,12,12,12,13,2,13,13,7,12,4,13,12,5,11,3,11,5,12,6,13,11,14,13,NA,2,12,13,5,1,5,10,13,14,10,13,3,12,4,10,14,7,8,11,13,4,8,9,12,12,12,4,11,7,10,5,13,11,8,11,6,10,4,9,8,13,10,11,12,13,4,12,5,6,9,13,7,14,7,12,2,13,5,10,8,13,14,14,3,13,4,12,14,10,9,3,13,2,13,5,11,12,11,2,12,5,10,3,11,13,12,6,13,5,13,3,12,7,13,7,11,15,6,12,2,13,4,10,8,13,13,13,2,13,4,13,14,10,8,3,14,2,13,4,12,12,12,3,12,5,11,6,12,13,13,6,14,4,13,3,13,5,12,6,13,15,6,12,2,12,4,9,7,12,13,14,7,13,8,13,14,10,6,6,13,3,12,4,11,12,12,3,13,5,9,4,11,13,12,6,12,5,13,6,12,6,12,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",42579,"2/16/13 11:08","2/16/13 14:04",4,8,13,14,15,4,15,12,12,1,4,10,4,10,8,8,12,14,6,2,8,10,14,13,8,15,15,12,15,13,11,12,13,8,15,14,14,15,12,8,13,12,10,8,2,3,15,8,14,12,10,6,1,8,10,6,15,2,14,11,14,6,11,9,7,3,15,15,8,15,15,14,11,9,4,14,8,15,9,14,14,7,15,11,13,14,15,2,13,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,11,9,12,11,11,11,7,9,9,3,11,11,10,11,13,4,11,11,15,15,13,4,11,6,8,11,6,15,15,15,12,14,12,7,9,10,10,9,3,13,3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,12,7,13,14,13,5,4,13,11,8,13,15,9,11,13,3,12,13,15,15,12,10,12,7,9,9,9,15,15,12,10,15,4,8,4,12,15,12,3,15,5,15
"98",56559,"2/15/13 17:04","2/15/13 19:04",5,10,2,11,6,8,10,15,5,7,4,2,4,11,10,12,5,7,2,14,4,6,11,2,13,6,13,2,7,11,9,13,5,15,6,4,10,13,4,11,8,10,6,9,5,7,4,6,7,12,14,8,5,9,10,10,9,15,11,4,7,4,9,2,10,13,10,13,2,6,10,5,11,12,6,7,13,9,9,11,9,10,12,6,4,11,10,5,12,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,4,10,8,10,9,10,6,8,7,5,6,10,9,9,10,14,11,6,10,11,11,5,5,4,11,6,13,9,14,10,6,8,10,9,7,11,12,13,6,9,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,2,9,6,12,5,11,9,10,7,4,3,6,7,5,9,13,9,6,12,13,14,5,5,4,9,2,12,8,13,9,5,7,10,9,4,6,7,9,5,8,11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",19599,"2/16/13 13:13","2/16/13 15:15",3,6,15,10,5,9,14,12,14,15,8,7,1,4,12,3,11,15,11,11,15,10,8,10,8,11,13,14,12,11,6,8,6,5,8,14,5,11,4,10,12,13,9,11,5,8,12,3,6,11,9,5,3,3,11,8,13,10,13,13,6,6,3,12,8,8,11,13,12,12,11,5,11,5,11,4,8,5,11,9,5,3,12,12,12,4,13,3,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,14,3,5,10,11,9,14,10,6,1,12,8,9,5,13,6,2,4,13,13,10,13,5,8,6,13,5,9,11,11,11,13,10,3,3,5,9,8,12,4,4,4,5,5,13,6,6,10,11,9,12,11,6,1,14,11,11,4,15,11,8,5,14,14,12,13,4,8,9,11,6,11,12,12,11,12,11,2,5,5,10,5,12,5,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",10579,"2/18/13 14:41","2/18/13 16:51",7,3,13,12,11,13,12,9,12,6,3,8,2,6,5,5,7,12,10,4,7,10,7,13,9,8,13,13,13,12,12,11,12,12,5,13,12,13,3,2,13,14,9,9,6,4,11,6,11,9,7,9,2,5,6,9,13,5,13,11,10,9,4,9,10,7,11,12,11,11,12,12,3,9,9,11,11,7,13,12,12,6,13,11,13,11,13,6,14,10,6,14,12,4,10,9,3,11,1,5,8,10,14,4,14,10,12,12,5,9,7,11,12,9,12,12,14,4,9,6,14,11,9,14,13,12,12,3,13,12,11,14,5,3,7,3,12,6,10,5,13,6,12,12,10,2,14,8,9,10,13,6,10,12,13,13,7,9,11,11,6,12,9,11,12,13,12,12,12,7,6,12,7,9,6,13,9,10,8,5,12,4,10,10,13,3,12,12,10,2,12,4,10,10,13,4,5,12,14,14,8,10,11,11,3,8,7,11,13,14,11,13,13,8,4,13,8,11,3,12,14,8,9,4,12,5,11,11,13,4,12,11,9,3,12,9,11,7,12,4,5,13,10,13,9,11,11,11,9,12,9,13,12,13,11,12,9,9,5,12,10,13,4,13,10,9,10,2,12,4,11,11,14,9,12,12,11,2,14,9,9,5,13,5,7,12,11,13,9,10,11,11,3,9,9,11,13,14,12,12,11,9,4,13,9,9,3,13,9,10
"101",97124,"2/19/13 14:49","2/19/13 16:04",9,13,13,8,11,7,10,8,12,4,10,12,7,5,11,9,14,11,12,9,10,13,7,13,11,12,NA,13,12,3,13,14,12,13,11,12,6,9,8,6,13,11,9,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",63695,"2/19/13 16:36","2/19/13 19:38",9,10,10,13,7,13,9,12,4,9,12,8,3,4,4,2,12,5,4,12,11,6,4,10,11,9,13,10,4,9,13,8,12,14,9,9,12,13,10,10,10,13,11,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",1180,"2/23/13 13:12","2/23/13 15:44",13,1,14,10,8,4,14,3,12,4,14,8,1,2,8,2,12,15,6,3,15,8,1,10,1,15,10,13,8,8,12,12,15,10,3,15,5,2,4,2,15,15,14,15,13,2,14,3,12,5,3,12,2,2,13,12,13,6,14,13,8,7,1,12,9,4,15,6,12,9,6,13,10,14,1,15,14,13,14,14,12,11,9,9,13,13,4,2,15,15,13,2,12,1,12,4,3,12,1,2,15,12,14,2,14,13,12,7,1,12,1,15,4,12,12,7,13,5,15,1,15,13,15,14,13,12,15,14,12,7,13,15,14,1,12,2,14,2,13,4,14,4,12,15,12,2,15,11,8,8,14,5,10,12,6,13,9,13,12,5,1,14,2,15,9,15,14,7,10,13,2,14,5,15,2,15,6,12,13,2,14,2,12,9,14,3,7,15,11,1,15,2,13,8,14,2,12,13,4,12,13,14,8,4,2,12,2,15,7,15,14,7,5,13,1,14,7,14,3,14,14,12,13,2,12,2,13,4,14,4,10,15,7,2,13,6,15,8,13,4,12,13,3,13,12,12,12,7,1,11,2,15,9,15,13,9,7,13,1,13,11,15,1,15,12,15,13,2,10,2,12,4,13,9,9,15,5,1,12,8,15,12,14,5,14,15,5,14,12,12,12,12,2,12,4,15,5,15,11,11,5,13,2,11,7,15,1,15,14,15
"104",32073,"2/19/13 11:44","2/19/13 13:47",15,7,13,3,9,2,14,4,12,5,14,11,2,7,10,2,14,14,7,5,10,13,1,11,2,11,4,9,9,7,12,13,14,7,10,13,2,2,2,3,15,15,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,10,13,4,11,4,11,7,9,12,13,5,12,9,8,13,13,3,10,9,3,13,2,12,10,7,1,13,2,9,4,14,7,11,6,14,7,13,7,12,9,15,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",51446,"2/23/13 11:13","2/23/13 13:10",7,12,10,9,13,9,9,9,7,1,9,14,7,13,13,10,7,9,4,9,6,6,9,7,14,14,9,6,9,2,3,14,11,7,13,12,14,7,12,11,12,6,7,14,5,11,11,9,14,9,10,4,4,11,13,2,10,9,11,8,9,3,12,6,10,13,15,9,3,11,1,5,9,13,1,13,9,13,11,12,12,10,11,6,11,11,9,11,7,15,10,12,10,12,14,9,11,5,9,14,14,3,5,11,6,2,11,8,13,11,14,14,9,2,10,2,5,11,14,1,11,13,13,9,6,11,14,12,13,6,11,11,4,11,10,10,12,10,12,10,13,13,5,13,7,9,13,13,10,5,9,9,9,10,9,10,12,5,6,3,11,11,15,15,10,10,5,9,3,9,11,6,10,13,1,12,12,12,10,14,12,11,15,10,9,11,4,15,4,12,13,14,13,4,10,10,13,11,5,4,10,5,5,5,13,4,14,15,11,10,3,7,1,6,12,2,12,14,2,11,14,15,11,10,12,9,13,11,13,9,8,14,7,7,13,11,13,6,6,10,12,14,9,7,12,6,11,4,13,13,13,15,9,11,3,10,2,9,10,3,6,15,1,12,10,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",21156,"2/23/13 13:11","2/23/13 15:46",7,9,15,7,15,14,9,4,15,4,7,7,2,12,12,4,9,11,4,6,13,10,9,15,8,13,13,15,15,15,15,15,13,9,7,15,13,15,12,4,12,15,9,10,5,9,15,2,9,12,5,9,2,10,10,9,10,2,10,14,10,9,7,15,11,7,14,11,15,14,12,15,6,12,5,14,5,9,12,11,14,9,7,14,NA,10,13,10,11,11,5,13,14,3,11,13,3,5,2,10,10,5,8,4,12,13,10,11,11,13,8,15,12,14,13,8,12,8,12,3,12,6,6,11,13,13,13,10,15,12,10,10,5,8,4,11,14,2,5,14,8,7,14,14,10,2,15,12,10,8,10,5,9,15,15,12,11,14,12,8,10,15,7,15,15,9,15,14,8,6,9,14,5,15,5,13,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",82671,"2/25/13 13:33","2/25/13 16:46",9,3,12,7,12,8,13,6,13,12,7,11,3,9,9,2,9,13,7,4,13,11,6,13,7,14,10,13,12,9,7,10,13,5,10,14,8,7,2,10,14,14,7,13,6,8,12,8,10,10,10,10,6,10,11,10,11,8,14,11,10,10,12,12,11,12,13,12,12,10,8,8,9,11,13,13,9,12,12,12,10,10,11,9,13,10,11,2,13,11,10,8,11,11,10,10,10,10,11,11,11,10,11,11,11,10,13,12,8,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,13,12,11,11,11,11,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,13,5,13,6,13,11,8,11,8,5,12,13,13,13,12,7,6,12,10,14,8,11,11,8,7,12,7,13,8,13,12,13,12,10,5,11,9,10,12,12,5,9,8,6,12,5,11,9,13,8,10,12,12,6,14,11,13,12,12,4,6,11,9,14,6,12,12,5,8,12,10,13,9,13,11,11,6,11,2,9,8,12,13,13,6,13,7,5,13,5,12,9,13,8,11,13,10,6,14,10,14,12,12,4,10,13,12,15,11,11,12,6,7,13,8,14,12,14,12,11,9,11,3,10,12,13,13,13,8,12
"108",58472,"2/25/13 13:43","2/25/13 16:50",13,4,8,3,15,3,5,11,11,15,13,10,1,8,8,3,14,12,8,5,11,12,4,10,5,4,11,11,11,8,10,10,11,13,9,13,7,2,3,15,8,12,14,13,11,14,13,12,12,13,13,13,11,12,11,12,12,13,12,12,11,11,13,13,12,11,12,13,12,9,12,11,13,13,12,13,12,13,12,13,11,12,12,13,12,14,11,12,11,11,12,11,12,12,11,13,12,12,10,12,13,11,11,11,13,12,11,12,11,10,11,13,13,10,12,11,11,10,12,12,11,9,11,11,10,12,11,12,10,12,11,11,10,9,12,4,10,10,10,8,8,10,10,9,10,10,10,11,10,9,8,10,9,10,10,9,9,10,10,11,10,10,8,9,10,10,10,9,10,11,11,10,9,10,9,11,11,12,12,12,12,12,11,12,13,11,11,12,12,13,11,11,12,13,12,11,12,13,13,12,13,13,12,11,12,13,12,12,13,12,11,12,12,12,12,12,12,11,10,13,12,13,14,13,13,14,13,13,14,14,13,12,13,12,13,13,14,12,12,13,12,12,13,13,14,14,14,13,13,14,14,14,15,14,14,13,13,13,14,14,13,14,13,14,14,15,12,13,14,12,13,12,13,14,11,13,12,11,11,13,12,12,13,12,11,14,13,12,12,13,11,13,12,12,13,13,11,12,11,12,13,NA,12,11,13,12,12,13,13,11
